case_id,customer_id,customer_name,amount,payment_status,failure_reason,retry_count,previous_success_rate,days_overdue,checkout_abandoned,expected_action
CASE_00229,CUST_00229,Victoria Hopkins,999,ABANDONED,NONE,0,0.39,20,True,SEND_PAYMENT_LINK
CASE_00230,CUST_00230,Kevin Gibson,25000,FAILED,NETWORK_ERROR,2,0.8,5,False,RETRY_PAYMENT
CASE_00231,CUST_00231,Jordan Collins,7999,FAILED,TIMEOUT,0,0.62,5,False,SEND_PAYMENT_LINK
CASE_00232,CUST_00232,David King Jr.,7999,FAILED,BANK_ERROR,1,0.28,10,False,SEND_PAYMENT_LINK
CASE_00233,CUST_00233,Lauren Parker,2499,FAILED,CARD_DECLINED,1,0.81,0,False,SEND_PAYMENT_LINK
CASE_00234,CUST_00234,Nancy Sampson,1499,ABANDONED,NONE,3,0.8,30,True,STOP
CASE_00235,CUST_00235,Paul Powers,75000,FAILED,INSUFFICIENT_FUNDS,1,0.55,30,False,ESCALATE_HUMAN
CASE_00236,CUST_00236,Sophia Grant,15000,FAILED,INSUFFICIENT_FUNDS,0,0.48,0,False,SEND_PAYMENT_LINK
CASE_00237,CUST_00237,Natalie Harris,4999,ABANDONED,NONE,3,0.23,15,True,STOP
CASE_00238,CUST_00238,Michael Phillips,4999,FAILED,TIMEOUT,3,0.57,45,False,STOP
CASE_00239,CUST_00239,Kevin Mendoza,100000,FAILED,NETWORK_ERROR,1,0.46,30,False,ESCALATE_HUMAN
CASE_00240,CUST_00240,Steven Smith,25000,FAILED,TIMEOUT,3,0.28,15,False,STOP
CASE_00241,CUST_00241,Melissa Martin,100000,FAILED,CARD_DECLINED,1,0.23,30,False,ESCALATE_HUMAN
CASE_00242,CUST_00242,Joshua Hodges,15000,FAILED,INSUFFICIENT_FUNDS,2,0.93,20,False,SEND_PAYMENT_LINK
CASE_00243,CUST_00243,Michael Mcconnell,9999,FAILED,CARD_DECLINED,0,0.83,15,False,SEND_PAYMENT_LINK
CASE_00244,CUST_00244,David Ingram,999,FAILED,TIMEOUT,3,0.43,0,False,STOP
CASE_00245,CUST_00245,Kathy Rogers,7999,FAILED,CARD_DECLINED,1,0.93,10,False,SEND_PAYMENT_LINK
CASE_00246,CUST_00246,Timothy Jackson,75000,ABANDONED,NONE,1,0.68,0,True,ESCALATE_HUMAN
CASE_00247,CUST_00247,Luis Houston,4999,ABANDONED,NONE,2,0.85,45,True,ESCALATE_HUMAN
CASE_00248,CUST_00248,Brian Tyler,999,ABANDONED,NONE,2,0.21,10,True,SEND_PAYMENT_LINK
CASE_00249,CUST_00249,Jennifer Ortiz,1499,FAILED,INSUFFICIENT_FUNDS,3,0.35,0,False,STOP
CASE_00250,CUST_00250,Jessica Tucker,1499,FAILED,INSUFFICIENT_FUNDS,0,0.61,45,False,ESCALATE_HUMAN
CASE_00251,CUST_00251,Darlene Olsen,100000,FAILED,INSUFFICIENT_FUNDS,1,0.68,0,False,ESCALATE_HUMAN
CASE_00252,CUST_00252,Daniel Mccormick,1499,FAILED,CARD_DECLINED,1,0.78,0,False,SEND_PAYMENT_LINK
CASE_00253,CUST_00253,Whitney Kim,9999,FAILED,BANK_ERROR,3,0.69,30,False,STOP
CASE_00254,CUST_00254,Joan Rose,2499,FAILED,INSUFFICIENT_FUNDS,3,0.92,5,False,STOP
CASE_00255,CUST_00255,Thomas Hart,7999,ABANDONED,NONE,3,0.82,20,True,STOP
CASE_00256,CUST_00256,Lisa Ross DDS,25000,ABANDONED,NONE,1,0.85,0,True,SEND_PAYMENT_LINK
CASE_00257,CUST_00257,Peter Martin,4999,FAILED,NETWORK_ERROR,2,0.64,0,False,SEND_PAYMENT_LINK
CASE_00258,CUST_00258,Mark Conrad,25000,FAILED,INSUFFICIENT_FUNDS,0,0.81,10,False,SEND_PAYMENT_LINK
CASE_00259,CUST_00259,Lawrence Ballard,15000,FAILED,NETWORK_ERROR,0,0.96,5,False,RETRY_PAYMENT
CASE_00260,CUST_00260,Mark Beck,15000,FAILED,TIMEOUT,3,0.24,45,False,STOP
CASE_00261,CUST_00261,Chelsea Garner,7999,FAILED,NETWORK_ERROR,0,0.5,0,False,RETRY_PAYMENT
CASE_00262,CUST_00262,Lindsey Baker,999,FAILED,BANK_ERROR,1,0.23,30,False,ESCALATE_HUMAN
CASE_00263,CUST_00263,Misty Jordan,100000,FAILED,NETWORK_ERROR,3,0.69,0,False,STOP
CASE_00264,CUST_00264,Regina Bass,499,FAILED,BANK_ERROR,1,0.64,45,False,ESCALATE_HUMAN
CASE_00265,CUST_00265,Benjamin Jones,9999,FAILED,INSUFFICIENT_FUNDS,1,0.44,0,False,SEND_PAYMENT_LINK
CASE_00266,CUST_00266,Lisa Ruiz,2499,ABANDONED,NONE,3,0.25,30,True,STOP
CASE_00267,CUST_00267,Amber Morales,50000,FAILED,CARD_DECLINED,1,0.77,10,False,SEND_PAYMENT_LINK
CASE_00268,CUST_00268,Jacqueline Mullen,50000,FAILED,BANK_ERROR,3,0.35,0,False,STOP
CASE_00269,CUST_00269,Laura Ballard,25000,FAILED,TIMEOUT,0,0.51,30,False,ESCALATE_HUMAN
CASE_00270,CUST_00270,Elijah Davis,499,ABANDONED,NONE,2,0.4,0,True,SEND_PAYMENT_LINK
CASE_00271,CUST_00271,William Hancock,7999,FAILED,INSUFFICIENT_FUNDS,1,0.79,0,False,SEND_PAYMENT_LINK
CASE_00272,CUST_00272,William Holmes Jr.,50000,FAILED,BANK_ERROR,0,0.48,15,False,SEND_PAYMENT_LINK
CASE_00273,CUST_00273,Timothy Ferguson,75000,FAILED,NETWORK_ERROR,3,0.71,0,False,STOP
CASE_00274,CUST_00274,Kevin Williams,999,ABANDONED,NONE,0,0.43,0,True,SEND_PAYMENT_LINK
CASE_00275,CUST_00275,Steven Bell,2499,FAILED,INSUFFICIENT_FUNDS,2,0.61,45,False,ESCALATE_HUMAN
CASE_00276,CUST_00276,Andrew West,15000,FAILED,TIMEOUT,1,0.43,0,False,SEND_PAYMENT_LINK
CASE_00277,CUST_00277,Geoffrey Haynes,75000,FAILED,INSUFFICIENT_FUNDS,0,0.84,20,False,ESCALATE_HUMAN
CASE_00278,CUST_00278,Victor Reyes,9999,ABANDONED,NONE,3,0.47,0,True,STOP
CASE_00279,CUST_00279,Michelle Todd,15000,ABANDONED,NONE,2,0.94,45,True,ESCALATE_HUMAN
CASE_00280,CUST_00280,Elizabeth Williams,4999,FAILED,NETWORK_ERROR,0,0.54,0,False,RETRY_PAYMENT
CASE_00281,CUST_00281,Renee Aguirre,7999,FAILED,TIMEOUT,2,0.73,10,False,RETRY_PAYMENT
CASE_00282,CUST_00282,Timothy Moore,100000,ABANDONED,NONE,1,0.75,15,True,ESCALATE_HUMAN
CASE_00283,CUST_00283,Ronald Mullen,15000,FAILED,INSUFFICIENT_FUNDS,3,0.42,0,False,STOP
CASE_00284,CUST_00284,James Mayo,999,ABANDONED,NONE,2,0.61,0,True,SEND_PAYMENT_LINK
CASE_00285,CUST_00285,Danny Martinez,499,FAILED,CARD_DECLINED,3,0.23,0,False,STOP
CASE_00286,CUST_00286,Shawna Burke MD,2499,FAILED,INSUFFICIENT_FUNDS,3,0.96,0,False,STOP
CASE_00287,CUST_00287,Gary Browning,50000,FAILED,NETWORK_ERROR,2,0.5,0,False,RETRY_PAYMENT
CASE_00288,CUST_00288,John Gutierrez,25000,FAILED,NETWORK_ERROR,2,0.72,5,False,SEND_PAYMENT_LINK
CASE_00289,CUST_00289,Jennifer Thomas,499,FAILED,NETWORK_ERROR,3,0.93,0,False,STOP
CASE_00290,CUST_00290,Jacob Ramos,4999,FAILED,NETWORK_ERROR,1,1.0,10,False,RETRY_PAYMENT
CASE_00291,CUST_00291,David Hernandez,100000,ABANDONED,NONE,1,0.3,0,True,ESCALATE_HUMAN
CASE_00292,CUST_00292,Matthew Leonard,15000,FAILED,NETWORK_ERROR,0,0.85,15,False,RETRY_PAYMENT
CASE_00293,CUST_00293,Dominique Daniels,75000,FAILED,TIMEOUT,2,0.91,0,False,ESCALATE_HUMAN
CASE_00294,CUST_00294,Adam Crawford,100000,FAILED,INSUFFICIENT_FUNDS,1,0.3,5,False,ESCALATE_HUMAN
CASE_00295,CUST_00295,Sabrina Martinez,1499,FAILED,NETWORK_ERROR,0,0.49,15,False,SEND_PAYMENT_LINK
CASE_00296,CUST_00296,William Cross,15000,FAILED,CARD_DECLINED,0,0.25,20,False,SEND_PAYMENT_LINK
CASE_00297,CUST_00297,Betty Gardner,100000,ABANDONED,NONE,3,0.82,0,True,STOP
CASE_00298,CUST_00298,Vickie Gould,1499,FAILED,TIMEOUT,3,0.57,45,False,STOP
CASE_00299,CUST_00299,Steven Mccoy,7999,FAILED,CARD_DECLINED,1,0.81,0,False,SEND_PAYMENT_LINK
CASE_00300,CUST_00300,Janet Newton,9999,FAILED,TIMEOUT,1,0.44,0,False,SEND_PAYMENT_LINK
CASE_00301,CUST_00301,Denise Jones,7999,FAILED,INSUFFICIENT_FUNDS,2,0.88,10,False,SEND_PAYMENT_LINK
CASE_00302,CUST_00302,Bruce Martinez,2499,FAILED,BANK_ERROR,2,0.69,0,False,RETRY_PAYMENT
CASE_00303,CUST_00303,Donald Burke,1499,FAILED,BANK_ERROR,2,0.87,0,False,RETRY_PAYMENT
CASE_00304,CUST_00304,Carolyn Reyes,499,FAILED,TIMEOUT,2,0.72,20,False,SEND_PAYMENT_LINK
CASE_00305,CUST_00305,Paula Kelly,499,ABANDONED,NONE,2,0.71,10,True,SEND_PAYMENT_LINK
CASE_00306,CUST_00306,Alicia Thornton,15000,FAILED,NETWORK_ERROR,2,0.56,0,False,RETRY_PAYMENT
CASE_00307,CUST_00307,Tamara Fitzgerald,9999,ABANDONED,NONE,3,0.36,0,True,STOP
CASE_00308,CUST_00308,Amy Ryan,7999,FAILED,INSUFFICIENT_FUNDS,3,0.3,15,False,STOP
CASE_00309,CUST_00309,Roger Butler,25000,FAILED,INSUFFICIENT_FUNDS,1,0.57,10,False,SEND_PAYMENT_LINK
CASE_00310,CUST_00310,Duane Taylor,15000,FAILED,BANK_ERROR,0,0.24,20,False,SEND_PAYMENT_LINK
CASE_00311,CUST_00311,Justin Williams,50000,ABANDONED,NONE,1,0.97,0,True,SEND_PAYMENT_LINK
CASE_00312,CUST_00312,Travis Norris,7999,FAILED,BANK_ERROR,1,0.6,45,False,ESCALATE_HUMAN
CASE_00313,CUST_00313,Joshua Williams,15000,ABANDONED,NONE,2,0.6,0,True,SEND_PAYMENT_LINK
CASE_00314,CUST_00314,Benjamin Thomas,9999,ABANDONED,NONE,1,0.37,15,True,SEND_PAYMENT_LINK
CASE_00315,CUST_00315,Jennifer Flores,499,FAILED,INSUFFICIENT_FUNDS,3,0.68,30,False,STOP
CASE_00316,CUST_00316,Alexandra Smith,4999,FAILED,TIMEOUT,3,0.31,10,False,STOP
CASE_00317,CUST_00317,Deborah Robinson,100000,FAILED,NETWORK_ERROR,2,0.24,0,False,ESCALATE_HUMAN
CASE_00318,CUST_00318,Christina Nash,50000,FAILED,INSUFFICIENT_FUNDS,2,0.26,45,False,ESCALATE_HUMAN
CASE_00319,CUST_00319,Benjamin Patterson,15000,FAILED,CARD_DECLINED,0,0.3,0,False,SEND_PAYMENT_LINK
CASE_00320,CUST_00320,David Rodriguez,9999,FAILED,INSUFFICIENT_FUNDS,2,0.8,5,False,SEND_PAYMENT_LINK
CASE_00321,CUST_00321,Anthony Johnson,50000,ABANDONED,NONE,0,0.24,0,True,SEND_PAYMENT_LINK
CASE_00322,CUST_00322,Amanda King,100000,FAILED,NETWORK_ERROR,3,0.32,45,False,STOP
CASE_00323,CUST_00323,Amanda Padilla,1499,FAILED,CARD_DECLINED,2,0.33,10,False,SEND_PAYMENT_LINK
CASE_00324,CUST_00324,Frank Guerrero,50000,FAILED,CARD_DECLINED,3,0.77,10,False,STOP
CASE_00325,CUST_00325,Nicholas Bell,15000,FAILED,INSUFFICIENT_FUNDS,2,0.74,20,False,SEND_PAYMENT_LINK
CASE_00326,CUST_00326,Tina Li,50000,FAILED,TIMEOUT,3,0.41,5,False,STOP
CASE_00327,CUST_00327,Katherine Burns,100000,FAILED,CARD_DECLINED,3,0.34,20,False,STOP
CASE_00328,CUST_00328,Kristina Miller,1499,FAILED,TIMEOUT,0,0.35,30,False,ESCALATE_HUMAN
CASE_00329,CUST_00329,Michelle Jimenez,7999,ABANDONED,NONE,1,0.53,5,True,SEND_PAYMENT_LINK
CASE_00330,CUST_00330,Joseph Fuller,9999,ABANDONED,NONE,0,0.76,45,True,ESCALATE_HUMAN
CASE_00331,CUST_00331,Christopher Cross,2499,FAILED,NETWORK_ERROR,3,0.45,0,False,STOP
CASE_00332,CUST_00332,Dennis Khan,15000,FAILED,CARD_DECLINED,2,0.74,10,False,SEND_PAYMENT_LINK
CASE_00333,CUST_00333,Dana Garcia,50000,ABANDONED,NONE,1,0.97,10,True,SEND_PAYMENT_LINK
CASE_00334,CUST_00334,Joel Frazier,25000,FAILED,BANK_ERROR,2,0.82,5,False,RETRY_PAYMENT
CASE_00335,CUST_00335,Lisa Frank,100000,ABANDONED,NONE,2,0.58,45,True,ESCALATE_HUMAN
CASE_00336,CUST_00336,Kevin Lewis,100000,FAILED,INSUFFICIENT_FUNDS,0,0.66,45,False,ESCALATE_HUMAN
CASE_00337,CUST_00337,Douglas Davis,9999,ABANDONED,NONE,2,0.96,0,True,SEND_PAYMENT_LINK
CASE_00338,CUST_00338,Charles Cole,4999,FAILED,INSUFFICIENT_FUNDS,0,0.48,30,False,ESCALATE_HUMAN
CASE_00339,CUST_00339,April Doyle,75000,FAILED,NETWORK_ERROR,1,0.36,45,False,ESCALATE_HUMAN
CASE_00340,CUST_00340,John Smith,4999,FAILED,BANK_ERROR,0,0.69,5,False,RETRY_PAYMENT
CASE_00341,CUST_00341,Mr. David Smith DDS,75000,FAILED,BANK_ERROR,0,0.28,15,False,ESCALATE_HUMAN
CASE_00342,CUST_00342,Wendy Soto,100000,ABANDONED,NONE,0,0.74,0,True,ESCALATE_HUMAN
CASE_00343,CUST_00343,Kenneth Smith,499,FAILED,NETWORK_ERROR,3,0.58,5,False,STOP
CASE_00344,CUST_00344,Manuel Clark,4999,FAILED,INSUFFICIENT_FUNDS,0,0.93,0,False,SEND_PAYMENT_LINK
CASE_00345,CUST_00345,Travis Sanders,75000,FAILED,CARD_DECLINED,0,0.93,0,False,ESCALATE_HUMAN
CASE_00346,CUST_00346,Christopher Ramirez,9999,FAILED,TIMEOUT,3,0.83,0,False,STOP
CASE_00347,CUST_00347,Jennifer Juarez,100000,FAILED,TIMEOUT,0,0.44,0,False,ESCALATE_HUMAN
CASE_00348,CUST_00348,Natalie Petty,7999,FAILED,NETWORK_ERROR,3,0.91,0,False,STOP
CASE_00349,CUST_00349,Daniel Larsen,25000,ABANDONED,NONE,2,0.35,0,True,SEND_PAYMENT_LINK
CASE_00350,CUST_00350,Allen Smith,7999,FAILED,NETWORK_ERROR,2,0.77,0,False,RETRY_PAYMENT
CASE_00351,CUST_00351,Kristie Barber,100000,FAILED,INSUFFICIENT_FUNDS,1,0.34,20,False,ESCALATE_HUMAN
CASE_00352,CUST_00352,Michael Hernandez,9999,FAILED,TIMEOUT,3,0.74,0,False,STOP
CASE_00353,CUST_00353,Calvin Meyer,1499,ABANDONED,NONE,2,0.95,0,True,SEND_PAYMENT_LINK
CASE_00354,CUST_00354,Peter Evans,4999,ABANDONED,NONE,1,0.56,10,True,SEND_PAYMENT_LINK
CASE_00355,CUST_00355,Dennis Thompson,7999,FAILED,CARD_DECLINED,0,0.41,15,False,SEND_PAYMENT_LINK
CASE_00356,CUST_00356,Elizabeth White,100000,FAILED,TIMEOUT,0,0.57,0,False,ESCALATE_HUMAN
CASE_00357,CUST_00357,Logan Johnson,9999,FAILED,TIMEOUT,2,0.49,5,False,SEND_PAYMENT_LINK
CASE_00358,CUST_00358,Michelle Miller,2499,FAILED,NETWORK_ERROR,1,0.56,15,False,RETRY_PAYMENT
CASE_00359,CUST_00359,Tara Shaw,25000,ABANDONED,NONE,1,0.81,0,True,SEND_PAYMENT_LINK
CASE_00360,CUST_00360,Jonathan Graham DDS,25000,ABANDONED,NONE,2,0.26,0,True,SEND_PAYMENT_LINK
CASE_00361,CUST_00361,Jason Wade,499,FAILED,CARD_DECLINED,1,0.33,45,False,ESCALATE_HUMAN
CASE_00362,CUST_00362,Clayton White,15000,FAILED,BANK_ERROR,3,0.27,45,False,STOP
CASE_00363,CUST_00363,David Webb,15000,FAILED,NETWORK_ERROR,1,0.61,30,False,ESCALATE_HUMAN
CASE_00364,CUST_00364,Charles Walters,50000,FAILED,CARD_DECLINED,3,0.74,10,False,STOP
CASE_00365,CUST_00365,Kristen Sawyer,100000,FAILED,NETWORK_ERROR,2,0.85,5,False,ESCALATE_HUMAN
CASE_00366,CUST_00366,George Long,50000,FAILED,TIMEOUT,3,0.48,0,False,STOP
CASE_00367,CUST_00367,Laurie Brooks,25000,FAILED,TIMEOUT,3,0.23,20,False,STOP
CASE_00368,CUST_00368,Courtney Rivera,1499,FAILED,NETWORK_ERROR,2,0.99,20,False,RETRY_PAYMENT
CASE_00369,CUST_00369,Alicia Tate,15000,ABANDONED,NONE,3,0.26,45,True,STOP
CASE_00370,CUST_00370,Katherine Robbins,1499,FAILED,TIMEOUT,1,0.99,20,False,RETRY_PAYMENT
CASE_00371,CUST_00371,Kimberly Downs,25000,FAILED,BANK_ERROR,0,0.8,10,False,RETRY_PAYMENT
CASE_00372,CUST_00372,Todd Thomas,15000,ABANDONED,NONE,3,0.86,5,True,STOP
CASE_00373,CUST_00373,Christopher Mack,15000,FAILED,BANK_ERROR,2,0.35,0,False,SEND_PAYMENT_LINK
CASE_00374,CUST_00374,Cindy Thomas,499,ABANDONED,NONE,0,0.39,0,True,SEND_PAYMENT_LINK
CASE_00375,CUST_00375,John Jones,999,FAILED,NETWORK_ERROR,0,0.4,0,False,SEND_PAYMENT_LINK
CASE_00376,CUST_00376,Jeanne Campbell,9999,ABANDONED,NONE,1,0.63,0,True,SEND_PAYMENT_LINK
CASE_00377,CUST_00377,Erica Butler,1499,FAILED,BANK_ERROR,2,0.66,15,False,RETRY_PAYMENT
CASE_00378,CUST_00378,Michael Bradley,1499,FAILED,NETWORK_ERROR,2,0.42,45,False,ESCALATE_HUMAN
CASE_00379,CUST_00379,Bethany Chan,50000,FAILED,NETWORK_ERROR,3,0.24,15,False,STOP
CASE_00380,CUST_00380,Jeffrey Wagner,75000,ABANDONED,NONE,2,0.76,20,True,ESCALATE_HUMAN
CASE_00381,CUST_00381,Andrew Brady,1499,FAILED,NETWORK_ERROR,1,0.8,30,False,ESCALATE_HUMAN
CASE_00382,CUST_00382,Anna Davidson,2499,FAILED,INSUFFICIENT_FUNDS,1,0.84,0,False,SEND_PAYMENT_LINK
CASE_00383,CUST_00383,Patricia Sherman,25000,ABANDONED,NONE,3,0.65,0,True,STOP
CASE_00384,CUST_00384,Kimberly Sampson,9999,FAILED,INSUFFICIENT_FUNDS,1,0.46,0,False,SEND_PAYMENT_LINK
CASE_00385,CUST_00385,Jennifer Duran,15000,FAILED,TIMEOUT,1,0.24,20,False,SEND_PAYMENT_LINK
CASE_00386,CUST_00386,Jennifer Bell,75000,FAILED,TIMEOUT,1,0.84,45,False,ESCALATE_HUMAN
CASE_00387,CUST_00387,Frank Cardenas,2499,ABANDONED,NONE,1,0.9,15,True,SEND_PAYMENT_LINK
CASE_00388,CUST_00388,Maureen Ewing,4999,FAILED,BANK_ERROR,1,0.97,0,False,RETRY_PAYMENT
CASE_00389,CUST_00389,Scott Moyer,100000,ABANDONED,NONE,1,0.76,5,True,ESCALATE_HUMAN
CASE_00390,CUST_00390,Jordan Powers Jr.,9999,FAILED,CARD_DECLINED,2,0.82,20,False,SEND_PAYMENT_LINK
CASE_00391,CUST_00391,Thomas Yates,15000,FAILED,INSUFFICIENT_FUNDS,2,0.49,30,False,ESCALATE_HUMAN
CASE_00392,CUST_00392,Robert Chen,15000,FAILED,NETWORK_ERROR,2,0.93,15,False,RETRY_PAYMENT
CASE_00393,CUST_00393,Rachel Barry,7999,ABANDONED,NONE,0,0.65,5,True,SEND_PAYMENT_LINK
CASE_00394,CUST_00394,Jon Pierce,100000,FAILED,TIMEOUT,2,0.64,20,False,ESCALATE_HUMAN
CASE_00395,CUST_00395,Mary Welch,4999,FAILED,BANK_ERROR,2,0.38,5,False,SEND_PAYMENT_LINK
CASE_00396,CUST_00396,Rachael Sims,15000,FAILED,INSUFFICIENT_FUNDS,3,0.97,30,False,STOP
CASE_00397,CUST_00397,Jonathan Jones,15000,FAILED,INSUFFICIENT_FUNDS,1,0.31,45,False,ESCALATE_HUMAN
CASE_00398,CUST_00398,Alexander Zuniga,15000,FAILED,CARD_DECLINED,0,0.62,0,False,SEND_PAYMENT_LINK
CASE_00399,CUST_00399,Lance Brown,75000,FAILED,TIMEOUT,3,0.31,5,False,STOP
CASE_00400,CUST_00400,Anna Robinson,999,FAILED,TIMEOUT,1,0.6,15,False,RETRY_PAYMENT
CASE_00401,CUST_00401,Melissa Richmond,75000,ABANDONED,NONE,3,0.21,45,True,STOP
CASE_00402,CUST_00402,Matthew Shepherd Jr.,25000,ABANDONED,NONE,0,0.21,10,True,SEND_PAYMENT_LINK
CASE_00403,CUST_00403,Maria Burns,25000,FAILED,TIMEOUT,3,0.84,0,False,STOP
CASE_00404,CUST_00404,Mitchell Oliver,999,FAILED,CARD_DECLINED,1,0.39,45,False,ESCALATE_HUMAN
CASE_00405,CUST_00405,Justin Anderson,4999,FAILED,INSUFFICIENT_FUNDS,3,0.26,20,False,STOP
CASE_00406,CUST_00406,James Estrada,15000,FAILED,BANK_ERROR,2,0.75,0,False,RETRY_PAYMENT
CASE_00407,CUST_00407,Tina Cordova,75000,FAILED,TIMEOUT,3,0.5,45,False,STOP
CASE_00408,CUST_00408,Andrew Miller DVM,15000,FAILED,TIMEOUT,1,0.27,20,False,SEND_PAYMENT_LINK
CASE_00409,CUST_00409,Eric Smith,75000,FAILED,CARD_DECLINED,0,0.92,0,False,ESCALATE_HUMAN
CASE_00410,CUST_00410,Richard Freeman,2499,FAILED,CARD_DECLINED,3,0.42,0,False,STOP
CASE_00411,CUST_00411,Andrew Sweeney,75000,FAILED,CARD_DECLINED,0,0.34,15,False,ESCALATE_HUMAN
CASE_00412,CUST_00412,Patrick Garner,499,FAILED,CARD_DECLINED,1,0.8,20,False,SEND_PAYMENT_LINK
CASE_00413,CUST_00413,Eileen Hughes,999,FAILED,BANK_ERROR,1,0.65,20,False,SEND_PAYMENT_LINK
CASE_00414,CUST_00414,Adriana Hardy,25000,FAILED,NETWORK_ERROR,1,0.83,0,False,RETRY_PAYMENT
CASE_00415,CUST_00415,Kiara Stewart,25000,FAILED,TIMEOUT,0,0.55,0,False,RETRY_PAYMENT
CASE_00416,CUST_00416,Sandy Avila,50000,ABANDONED,NONE,2,0.22,10,True,SEND_PAYMENT_LINK
CASE_00417,CUST_00417,Karen Davis,15000,ABANDONED,NONE,1,0.48,20,True,SEND_PAYMENT_LINK
CASE_00418,CUST_00418,Courtney Boyd,9999,FAILED,CARD_DECLINED,3,0.27,10,False,STOP
CASE_00419,CUST_00419,Luke Bradley,2499,FAILED,TIMEOUT,2,0.32,0,False,SEND_PAYMENT_LINK
CASE_00420,CUST_00420,Ricardo Jensen,100000,ABANDONED,NONE,2,0.49,0,True,ESCALATE_HUMAN
CASE_00421,CUST_00421,Scott Hayes,499,FAILED,NETWORK_ERROR,2,0.81,0,False,RETRY_PAYMENT
CASE_00422,CUST_00422,Tara Gutierrez,1499,FAILED,BANK_ERROR,3,0.56,45,False,STOP
CASE_00423,CUST_00423,William Mann,25000,ABANDONED,NONE,0,0.22,15,True,SEND_PAYMENT_LINK
CASE_00424,CUST_00424,Brianna Hood,25000,FAILED,CARD_DECLINED,2,0.89,0,False,SEND_PAYMENT_LINK
CASE_00425,CUST_00425,Barbara Clayton,4999,ABANDONED,NONE,3,0.82,45,True,STOP
CASE_00426,CUST_00426,Henry Foley,2499,FAILED,NETWORK_ERROR,1,0.31,10,False,SEND_PAYMENT_LINK
CASE_00427,CUST_00427,Jason Adams,4999,ABANDONED,NONE,1,0.25,20,True,SEND_PAYMENT_LINK
CASE_00428,CUST_00428,Terrance Washington,4999,ABANDONED,NONE,2,0.59,0,True,SEND_PAYMENT_LINK
CASE_00429,CUST_00429,Lisa Phillips,7999,FAILED,BANK_ERROR,3,0.68,5,False,STOP
CASE_00430,CUST_00430,Ashley Reed,15000,FAILED,BANK_ERROR,2,0.21,20,False,SEND_PAYMENT_LINK
CASE_00431,CUST_00431,Larry Matthews,7999,ABANDONED,NONE,2,0.55,20,True,SEND_PAYMENT_LINK
CASE_00432,CUST_00432,Calvin Hamilton,75000,FAILED,INSUFFICIENT_FUNDS,2,0.68,5,False,ESCALATE_HUMAN
CASE_00433,CUST_00433,Kevin Burns,15000,FAILED,BANK_ERROR,3,0.97,10,False,STOP
CASE_00434,CUST_00434,Joseph White,100000,ABANDONED,NONE,1,0.46,10,True,ESCALATE_HUMAN
CASE_00435,CUST_00435,James Simmons,9999,FAILED,TIMEOUT,1,0.67,45,False,ESCALATE_HUMAN
CASE_00436,CUST_00436,Claudia Cook,1499,FAILED,NETWORK_ERROR,1,0.55,10,False,SEND_PAYMENT_LINK
CASE_00437,CUST_00437,Brian Sanders,999,ABANDONED,NONE,3,0.31,10,True,STOP
CASE_00438,CUST_00438,Kelly Greer,2499,FAILED,BANK_ERROR,3,0.83,0,False,STOP
CASE_00439,CUST_00439,Timothy Duncan,15000,ABANDONED,NONE,3,0.63,20,True,STOP
CASE_00440,CUST_00440,Margaret Warren DVM,25000,FAILED,INSUFFICIENT_FUNDS,0,0.29,5,False,SEND_PAYMENT_LINK
CASE_00441,CUST_00441,Melissa Walker,75000,FAILED,BANK_ERROR,0,0.65,20,False,ESCALATE_HUMAN
CASE_00442,CUST_00442,Jodi Schmidt,7999,ABANDONED,NONE,0,0.21,10,True,SEND_PAYMENT_LINK
CASE_00443,CUST_00443,Sharon White,2499,FAILED,NETWORK_ERROR,2,0.51,45,False,ESCALATE_HUMAN
CASE_00444,CUST_00444,Nicole Holloway,1499,FAILED,TIMEOUT,3,0.28,20,False,STOP
CASE_00445,CUST_00445,Melissa Watson,999,FAILED,BANK_ERROR,2,0.45,30,False,ESCALATE_HUMAN
CASE_00446,CUST_00446,Jennifer Robinson,2499,ABANDONED,NONE,2,0.58,30,True,ESCALATE_HUMAN
CASE_00447,CUST_00447,Debra Jacobs,100000,ABANDONED,NONE,2,0.25,0,True,ESCALATE_HUMAN
CASE_00448,CUST_00448,Paul Clark,100000,FAILED,TIMEOUT,2,0.72,0,False,ESCALATE_HUMAN
CASE_00449,CUST_00449,Brian Brown,100000,FAILED,CARD_DECLINED,1,0.64,15,False,ESCALATE_HUMAN
CASE_00450,CUST_00450,Andrew Crawford,25000,ABANDONED,NONE,3,0.39,20,True,STOP
CASE_00451,CUST_00451,Thomas Taylor,75000,FAILED,BANK_ERROR,3,0.52,5,False,STOP
CASE_00452,CUST_00452,Sarah Cross,15000,ABANDONED,NONE,3,0.2,5,True,STOP
CASE_00453,CUST_00453,Shelby Romero,2499,FAILED,TIMEOUT,0,0.84,45,False,ESCALATE_HUMAN
CASE_00454,CUST_00454,Christine Allen,1499,FAILED,INSUFFICIENT_FUNDS,1,0.57,10,False,SEND_PAYMENT_LINK
CASE_00455,CUST_00455,William Jones,75000,ABANDONED,NONE,2,0.68,20,True,ESCALATE_HUMAN
CASE_00456,CUST_00456,David Fitzgerald,50000,FAILED,INSUFFICIENT_FUNDS,2,0.88,0,False,SEND_PAYMENT_LINK
